citrusfruit,semi-finished bread,margarine,ready soups,butter,curd,grapes,pork,curd
citrusfruit,meat,,,,,,,
citrusfruit,meat spreads,pip fruit,,root vegetables,other vegetables,,,
citrusfruit,meat spreads,wholemilk,brownbread,meat,other vegetables,,,
citrusfruit,nuts/prunes,fruit/vegetable juice,wholemilk,,,,,
citrusfruit,packaged fruit/vegetables,other vegetables,wholemilk,,,,,
citrusfruit,packaged fruit/vegetables,other vegetables,yogurt,root vegetables,other vegetables,butter,,
citrusfruit,packaged fruit/vegetables,,,,,,,
citrusfruit,packaged fruit/vegetables,,,,,,,
citrusfruit,packaged fruit/vegetables,,,,,,,
citrusfruit,pork,cannedfish,,root vegetables,specialty chocolate,,,
citrusfruit,pork,curd,,frozen meals,yogurt,,,
citrusfruit,pork,domesticeggs,,pork,other vegetables,,,
citrusfruit,pork,flour,curd cheese,rolls/buns,other vegetables,,,
citrusfruit,pork,tropicalfruit,,,,,,
citrusfruit,pork,wholemilk,,curd,,,,
citrusfruit,pork,wholemilk,wholemilk,buttermilk,wholemilk,,,
citrusfruit,pork,wholemilk,yogurt,yogurt,other vegetables,,,
citrusfruit,pork,yogurt,,,,,,
citrusfruit,pork,yogurt,tropicalfruit,root vegetables,wholemilk,,,
citrusfruit,pork,,,,,,,
citrusfruit,pork,,,,,,,
citrusfruit,pork,,,,,,,
citrusfruit,pork,,,,,,,
citrusfruit,rolls/buns,brownbread,,root vegetables,root vegetables,,,
citrusfruit,rolls/buns,butter,,,,,,
citrusfruit,rolls/buns,buttermilk,butter,wholemilk,pip fruit,,,
citrusfruit,rolls/buns,buttermilk,,,,,,
citrusfruit,rolls/buns,citrusfruit,brownbread,cream cheese ,specialty chocolate,,,
citrusfruit,rolls/buns,curd,domesticeggs,wholemilk,spread cheese,other vegetables,wholemilk,wholemilk
citrusfruit,rolls/buns,fish,,,,,,
citrusfruit,rolls/buns,frozen meals,domesticeggs,,,,,
citrusfruit,rolls/buns,frozen vegetables,,,,,,
citrusfruit,rolls/buns,frozen vegetables,,,,,,
citrusfruit,rolls/buns,grapes,yogurt,grapes,domesticeggs,,,
citrusfruit,rolls/buns,other vegetables,citrusfruit,yogurt,soups,,,
citrusfruit,rolls/buns,other vegetables,domesticeggs,frozen vegetables,wholemilk,,,
citrusfruit,rolls/buns,other vegetables,yogurt,tropicalfruit,wholemilk,,,
citrusfruit,rolls/buns,other vegetables,yogurt,tropicalfruit,yogurt,root vegetables,frozen meals,yogurt
citrusfruit,rolls/buns,root vegetables,,cream cheese ,curd,yogurt,brownbread,other vegetables
citrusfruit,rolls/buns,root vegetables,wholemilk,beef,wholemilk,,,
citrusfruit,rolls/buns,soft cheese,,condensed milk,,,,
citrusfruit,rolls/buns,specialty cheese,,,,,,
citrusfruit,rolls/buns,spread cheese,,wholemilk,other vegetables,,,
citrusfruit,rolls/buns,wholemilk,brownbread,,,,,
citrusfruit,rolls/buns,wholemilk,,,,,,
citrusfruit,rolls/buns,wholemilk,wholemilk,grapes,curd,,,
citrusfruit,rolls/buns,wholemilk,yogurt,,,,,
citrusfruit,rolls/buns,yogurt,brownbread,,,,,
citrusfruit,rolls/buns,yogurt,wholemilk,,,,,
citrusfruit,rolls/buns,,,,,,,
citrusfruit,rolls/buns,,,,,,,
citrusfruit,rolls/buns,,,,,,,
citrusfruit,rolls/buns,,,,,,,
citrusfruit,rolls/buns,,,,,,,
citrusfruit,rolls/buns,,,,,,,
citrusfruit,rolls/buns,,,,,,,
citrusfruit,rolls/buns,,,,,,,
citrusfruit,rolls/buns,,,,,,,
citrusfruit,rolls/buns,,,,,,,
citrusfruit,rolls/buns,,,,,,,
citrusfruit,rolls/buns,,,,,,,
citrusfruit,rolls/buns,,,,,,,
citrusfruit,rolls/buns,,,,,,,
citrusfruit,rolls/buns,,,,,,,
citrusfruit,rolls/buns,,,,,,,
citrusfruit,rolls/buns,,,,,,,
citrusfruit,rolls/buns,,,,,,,
citrusfruit,root vegetables,brownbread,brownbread,,,,,
citrusfruit,root vegetables,butter,buttermilk,,,,,
citrusfruit,root vegetables,buttermilk,,,,,,
citrusfruit,root vegetables,curd,yogurt,pork,butter,wholemilk,soft cheese,other vegetables
citrusfruit,root vegetables,fruit/vegetable juice,buttermilk,root vegetables,root vegetables,,,
citrusfruit,root vegetables,fruit/vegetable juice,wholemilk,,,,,
citrusfruit,root vegetables,other vegetables,curd,yogurt,frozen meals,,,
citrusfruit,root vegetables,root vegetables,,,,,,
citrusfruit,root vegetables,tropicalfruit,curd,,,,,
citrusfruit,root vegetables,tropicalfruit,wholemilk,tropicalfruit,pip fruit,,,
citrusfruit,root vegetables,tropicalfruit,wholemilk,tropicalfruit,root vegetables,,,
citrusfruit,root vegetables,wholemilk,brownbread,wholemilk,yogurt,,,
citrusfruit,root vegetables,wholemilk,butter,,,,,
citrusfruit,root vegetables,wholemilk,domesticeggs,pork,chicken,,,
citrusfruit,root vegetables,wholemilk,,,,,,
citrusfruit,root vegetables,wholemilk,,,,,,
citrusfruit,root vegetables,wholemilk,tropicalfruit,,,,,
citrusfruit,root vegetables,wholemilk,wholemilk,wholemilk,other vegetables,,,
citrusfruit,root vegetables,wholemilk,wholemilk,,,,,
citrusfruit,root vegetables,wholemilk,wholemilk,,,,,
citrusfruit,root vegetables,yogurt,domesticeggs,wholemilk,condensed milk,yogurt,yogurt,butter
citrusfruit,root vegetables,yogurt,,tropicalfruit,,,,
citrusfruit,root vegetables,yogurt,,wholemilk,tropicalfruit,,,
citrusfruit,root vegetables,,,,,,,
citrusfruit,root vegetables,,,,,,,
citrusfruit,root vegetables,,,,,,,
citrusfruit,root vegetables,,,,,,,
citrusfruit,root vegetables,,,,,,,
citrusfruit,root vegetables,,,,,,,
citrusfruit,root vegetables,,,,,,,
citrusfruit,root vegetables,,,,,,,
citrusfruit,root vegetables,,,,,,,
citrusfruit,root vegetables,,,,,,,
citrusfruit,root vegetables,,,,,,,
citrusfruit,root vegetables,,,,,,,
citrusfruit,root vegetables,,,,,,,
citrusfruit,root vegetables,,,,,,,
citrusfruit,root vegetables,,,,,,,
citrusfruit,root vegetables,,,,,,,
citrusfruit,root vegetables,,,,,,,
citrusfruit,root vegetables,,,,,,,
citrusfruit,root vegetables,,,,,,,
citrusfruit,root vegetables,,,,,,,
citrusfruit,root vegetables,,,,,,,
citrusfruit,root vegetables,,,,,,,
citrusfruit,root vegetables,,,,,,,
citrusfruit,root vegetables,,,,,,,
citrusfruit,root vegetables,,,,,,,
citrusfruit,root vegetables,,,,,,,
citrusfruit,soft cheese,frozen vegetables,brownbread,,,,,
citrusfruit,soft cheese,frozen vegetables,curd,,,,,
citrusfruit,soft cheese,other vegetables,,,,,,
citrusfruit,soft cheese,pork,brownbread,,,,,
citrusfruit,soft cheese,tropicalfruit,wholemilk,rolls/buns,tropicalfruit,other vegetables,wholemilk,brownbread
citrusfruit,soft cheese,,,,,,,
citrusfruit,soft cheese,,,,,,,
citrusfruit,soft cheese,,,,,,,
citrusfruit,soft cheese,,,,,,,
citrusfruit,spread cheese,,,,,,,
citrusfruit,tropicalfruit,brownbread,,wholemilk,other vegetables,frozen meals,,
citrusfruit,tropicalfruit,brownbread,,beef,wholemilk,,,
citrusfruit,tropicalfruit,flour,wholemilk,citrusfruit,pip fruit,other vegetables,other vegetables,soups
citrusfruit,tropicalfruit,fruit/vegetable juice,brownbread,wholemilk,other vegetables,,,
citrusfruit,tropicalfruit,fruit/vegetable juice,domesticeggs,curd,root vegetables,,,
citrusfruit,tropicalfruit,grapes,wholemilk,curd,other vegetables,frozen vegetables,tropicalfruit,root vegetables
citrusfruit,tropicalfruit,other vegetables,citrusfruit,rolls/buns,domesticeggs,,,
citrusfruit,tropicalfruit,other vegetables,grapes,yogurt,other vegetables,,,
citrusfruit,tropicalfruit,other vegetables,yogurt,citrusfruit,spread cheese,,,
citrusfruit,tropicalfruit,other vegetables,yogurt,pork,beef,,,
citrusfruit,tropicalfruit,root vegetables,domesticeggs,,,,,
citrusfruit,tropicalfruit,tropicalfruit,,frozen meals,fruit/vegetable juice,,,
citrusfruit,tropicalfruit,wholemilk,wholemilk,,,,,
citrusfruit,tropicalfruit,wholemilk,yogurt,tropicalfruit,wholemilk,,,
citrusfruit,tropicalfruit,yogurt,,root vegetables,wholemilk,,,
citrusfruit,tropicalfruit,yogurt,grapes,,,,,
citrusfruit,tropicalfruit,,,,,,,
citrusfruit,tropicalfruit,,,,,,,
citrusfruit,tropicalfruit,,,,,,,
citrusfruit,tropicalfruit,,,,,,,
citrusfruit,tropicalfruit,,,,,,,
citrusfruit,tropicalfruit,,,,,,,
citrusfruit,tropicalfruit,,,,,,,
citrusfruit,tropicalfruit,,,,,,,
citrusfruit,tropicalfruit,,,,,,,
citrusfruit,tropicalfruit,,,,,,,
citrusfruit,tropicalfruit,,,,,,,
citrusfruit,tropicalfruit,,,,,,,
citrusfruit,tropicalfruit,,,,,,,
citrusfruit,tropicalfruit,,,,,,,
citrusfruit,tropicalfruit,,,,,,,
citrusfruit,tropicalfruit,,,,,,,
citrusfruit,tropicalfruit,,,,,,,
citrusfruit,tropicalfruit,,,,,,,
citrusfruit,tropicalfruit,,,,,,,
citrusfruit,tropicalfruit,,,,,,,
citrusfruit,tropicalfruit,,,,,,,
citrusfruit,wholemilk,beef,butter,domesticeggs,tropicalfruit,,,
citrusfruit,wholemilk,brownbread,,,,,,
citrusfruit,wholemilk,buttermilk,,,,,,
citrusfruit,wholemilk,buttermilk,wholemilk,rolls/buns,brownbread,,,
citrusfruit,wholemilk,citrusfruit,brownbread,cream cheese ,specialty cheese,root vegetables,domesticeggs,tropicalfruit
citrusfruit,wholemilk,citrusfruit,butter,beef,meat spreads,,,
citrusfruit,wholemilk,citrusfruit,butter,pork,other vegetables,,,
citrusfruit,wholemilk,citrusfruit,citrusfruit,tropicalfruit,,,,
citrusfruit,wholemilk,citrusfruit,,rolls/buns,wholemilk,,,
citrusfruit,wholemilk,citrusfruit,yogurt,pork,other vegetables,,,
citrusfruit,wholemilk,condensed milk,brownbread,,,,,
citrusfruit,wholemilk,condensed milk,,,,,,
citrusfruit,wholemilk,curd,,,,,,
citrusfruit,wholemilk,curd,yogurt,tropicalfruit,yogurt,,,
citrusfruit,wholemilk,domesticeggs,,,,,,
citrusfruit,wholemilk,frozen meals,wholemilk,,,,,
citrusfruit,wholemilk,frozen potato products,,brownbread,wholemilk,,,
citrusfruit,wholemilk,frozen vegetables,,wholemilk,beef,wholemilk,,
citrusfruit,wholemilk,frozen vegetables,wholemilk,wholemilk,frozen vegetables,beef,yogurt,grapes
citrusfruit,wholemilk,frozen vegetables,wholemilk,,,,,
citrusfruit,wholemilk,fruit/vegetable juice,buttermilk,root vegetables,curd,,,
citrusfruit,wholemilk,other vegetables,brownbread,butter,pip fruit,root vegetables,other vegetables,tropicalfruit
citrusfruit,wholemilk,other vegetables,grapes,,,,,
citrusfruit,wholemilk,other vegetables,,buttermilk,wholemilk,,,
citrusfruit,wholemilk,other vegetables,,frozen meals,other vegetables,other vegetables,tropicalfruit,yogurt
citrusfruit,wholemilk,other vegetables,wholemilk,pork,grapes,,,
citrusfruit,wholemilk,pip fruit,,,,,,
citrusfruit,wholemilk,pip fruit,yogurt,pork,wholemilk,,,
citrusfruit,wholemilk,pip fruit,yogurt,,,,,
citrusfruit,wholemilk,pork,brownbread,wholemilk,pip fruit,,,
citrusfruit,wholemilk,pork,buttermilk,rolls/buns,butter,frozen meals,root vegetables,chicken
citrusfruit,wholemilk,root vegetables,,citrusfruit,citrusfruit,other vegetables,tropicalfruit,tropicalfruit
citrusfruit,wholemilk,specialty cheese,butter,pork,curd,,,
citrusfruit,wholemilk,tropicalfruit,domesticeggs,tropicalfruit,yogurt,,,
citrusfruit,wholemilk,tropicalfruit,,citrusfruit,other vegetables,,,
citrusfruit,wholemilk,tropicalfruit,wholemilk,cream cheese ,other vegetables,,,
citrusfruit,wholemilk,wholemilk,butter,pork,curd,,,
citrusfruit,wholemilk,wholemilk,buttermilk,wholemilk,meat,,,
citrusfruit,wholemilk,wholemilk,,beef,beef,,,
citrusfruit,wholemilk,wholemilk,tropicalfruit,brownbread,tropicalfruit,curd,,
citrusfruit,wholemilk,wholemilk,tropicalfruit,rolls/buns,,,,
citrusfruit,wholemilk,wholemilk,tropicalfruit,yogurt,cannedfish,,,
citrusfruit,wholemilk,wholemilk,wholemilk,citrusfruit,wholemilk,,,
citrusfruit,wholemilk,wholemilk,wholemilk,grapes,curd,,,
citrusfruit,wholemilk,yogurt,citrusfruit,domesticeggs,,,,
citrusfruit,wholemilk,yogurt,curd,wholemilk,meat,other vegetables,wholemilk,soft cheese
citrusfruit,wholemilk,yogurt,,,,,,
citrusfruit,wholemilk,yogurt,,,,,,
citrusfruit,wholemilk,yogurt,,,,,,
citrusfruit,wholemilk,yogurt,wholemilk,beef,other vegetables,,,
citrusfruit,wholemilk,yogurt,yogurt,domesticeggs,,,,
citrusfruit,wholemilk,,,,,,,
citrusfruit,wholemilk,,,,,,,
citrusfruit,wholemilk,,,,,,,
citrusfruit,wholemilk,,,,,,,
citrusfruit,wholemilk,,,,,,,
citrusfruit,wholemilk,,,,,,,
citrusfruit,wholemilk,,,,,,,
citrusfruit,wholemilk,,,,,,,
citrusfruit,wholemilk,,,,,,,
citrusfruit,wholemilk,,,,,,,
citrusfruit,wholemilk,,,,,,,
citrusfruit,wholemilk,,,,,,,
citrusfruit,wholemilk,,,,,,,
citrusfruit,wholemilk,,,,,,,
citrusfruit,wholemilk,,,,,,,
citrusfruit,wholemilk,,,,,,,
citrusfruit,wholemilk,,,,,,,
citrusfruit,wholemilk,,,,,,,
citrusfruit,wholemilk,,,,,,,
citrusfruit,wholemilk,,,,,,,
citrusfruit,wholemilk,,,,,,,
citrusfruit,wholemilk,,,,,,,
citrusfruit,wholemilk,,,,,,,
citrusfruit,wholemilk,,,,,,,
citrusfruit,wholemilk,,,,,,,
citrusfruit,wholemilk,,,,,,,
citrusfruit,wholemilk,,,,,,,
citrusfruit,wholemilk,,,,,,,
citrusfruit,wholemilk,,,,,,,
citrusfruit,wholemilk,,,,,,,
citrusfruit,wholemilk,,,,,,,
citrusfruit,wholemilk,,,,,,,
citrusfruit,wholemilk,,,,,,,
citrusfruit,wholemilk,,,,,,,
citrusfruit,wholemilk,,,,,,,
citrusfruit,wholemilk,,,,,,,
citrusfruit,yogurt,butter,,root vegetables,wholemilk,,,
citrusfruit,yogurt,buttermilk,yogurt,tropicalfruit,wholemilk,,,
citrusfruit,yogurt,citrusfruit,wholemilk,,,,,
citrusfruit,yogurt,condensed milk,,yogurt,butter,butter,citrusfruit,yogurt
citrusfruit,yogurt,frozen vegetables,,fruit/vegetable juice,fruit/vegetable juice,root vegetables,yogurt,specialty cheese
citrusfruit,yogurt,grapes,yogurt,tropicalfruit,buttermilk,,,
citrusfruit,yogurt,other vegetables,citrusfruit,,,,,
citrusfruit,yogurt,pip fruit,wholemilk,wholemilk,other vegetables,,,
citrusfruit,yogurt,root vegetables,citrusfruit,,,,,
citrusfruit,yogurt,root vegetables,wholemilk,,,,,
citrusfruit,yogurt,root vegetables,yogurt,wholemilk,other vegetables,,,
citrusfruit,yogurt,root vegetables,,,,,,
citrusfruit,yogurt,tropicalfruit,wholemilk,root vegetables,wholemilk,,,
citrusfruit,yogurt,wholemilk,buttermilk,citrusfruit,yogurt,wholemilk,yogurt,root vegetables
citrusfruit,yogurt,wholemilk,,curd,wholemilk,,,
citrusfruit,yogurt,wholemilk,,grapes,wholemilk,,,
citrusfruit,yogurt,wholemilk,domesticeggs,,,,,
citrusfruit,yogurt,wholemilk,,,,,,
citrusfruit,yogurt,wholemilk,tropicalfruit,tropicalfruit,other vegetables,,,
citrusfruit,yogurt,wholemilk,wholemilk,tropicalfruit,specialty chocolate,,,
citrusfruit,yogurt,yogurt,butter,meat,wholemilk,,,
citrusfruit,yogurt,,,,,,,
citrusfruit,yogurt,,,,,,,
citrusfruit,yogurt,,,,,,,
citrusfruit,yogurt,,,,,,,
citrusfruit,yogurt,,,,,,,
citrusfruit,yogurt,,,,,,,
citrusfruit,yogurt,,,,,,,
citrusfruit,yogurt,,,,,,,
citrusfruit,yogurt,,,,,,,
citrusfruit,yogurt,,,,,,,
citrusfruit,yogurt,,,,,,,
curd,beef,butter,butter,cream cheese ,brownbread,,,
curd,beef,,,,,,,
curd,beef,,,,,,,
curd,beef,,,,,,,
curd,brownbread,,,,,,,
curd,buttermilk,other vegetables,brownbread,wholemilk,yogurt,tropicalfruit,cannedfish,butter
curd,buttermilk,other vegetables,yogurt,,,,,
curd,buttermilk,,,,,,,
curd,cannedfish,,,,,,,
curd,citrusfruit,soft cheese,yogurt,beef,,,,
curd,citrusfruit,wholemilk,,,,,,
curd,citrusfruit,wholemilk,wholemilk,curd cheese,,,,
curd,citrusfruit,wholemilk,wholemilk,wholemilk,wholemilk,,,
curd,citrusfruit,,,,,,,
curd,citrusfruit,,,,,,,
curd,citrusfruit,,,,,,,
curd,condensed milk,,,,,,,
curd,cream cheese ,pip fruit,,yogurt,pip fruit,other vegetables,canned fruit,wholemilk
curd,curd,other vegetables,butter,frozen fish,grapes,,,
curd,curd,,,,,,,
curd,domesticeggs,,,,,,,
curd,domesticeggs,,,,,,,
curd,frozen meals,other vegetables,curd,rolls/buns,other vegetables,chicken,wholemilk,pip fruit
curd,frozen meals,wholemilk,wholemilk,yogurt,curd,,,
curd,frozen meals,,,,,,,
curd,frozen vegetables,beef,curd,wholemilk,butter,wholemilk,pip fruit,yogurt
curd,frozen vegetables,other vegetables,curd,pork,curd,,,
curd,frozen vegetables,other vegetables,domesticeggs,citrusfruit,other vegetables,,,
curd,frozen vegetables,,,,,,,
curd,fruit/vegetable juice,,,,,,,
curd,grapes,,,,,,,
curd,hamburger meat,curd,wholemilk,brownbread,fruit/vegetable juice,root vegetables,tropicalfruit,butter
curd,hamburger meat,soups,yogurt,buttermilk,wholemilk,,,
curd,hamburger meat,specialty chocolate,,root vegetables,pip fruit,,,
curd,hamburger meat,wholemilk,wholemilk,wholemilk,yogurt,,,
curd,meat,yogurt,yogurt,frozen fish,wholemilk,,,
curd,meat,,,,,,,
curd,pork,butter,,tropicalfruit,wholemilk,wholemilk,wholemilk,other vegetables
curd,pork,flour,,rolls/buns,fruit/vegetable juice,,,
curd,pork,root vegetables,,rolls/buns,tropicalfruit,,,
curd,pork,,,,,,,
curd,rolls/buns,condensed milk,,,,,,
curd,rolls/buns,other vegetables,,wholemilk,fruit/vegetable juice,,,
curd,rolls/buns,tropicalfruit,,butter,fruit/vegetable juice,pork,fruit/vegetable juice,yogurt
curd,rolls/buns,wholemilk,domesticeggs,wholemilk,buttermilk,,,
curd,rolls/buns,,,,,,,
curd,rolls/buns,,,,,,,
curd,rolls/buns,,,,,,,
curd,rolls/buns,,,,,,,
curd,root vegetables,canned vegetables,domesticeggs,root vegetables,specialty chocolate,,,
curd,root vegetables,flour,,yogurt,curd,,,
curd,root vegetables,fruit/vegetable juice,citrusfruit,,,,,
curd,root vegetables,fruit/vegetable juice,,grapes,frozen meals,,,
curd,root vegetables,pip fruit,,tropicalfruit,wholemilk,,,
curd,root vegetables,wholemilk,butter,rolls/buns,fruit/vegetable juice,,,
curd,root vegetables,wholemilk,curd,curd,domesticeggs,,,
curd,root vegetables,,,,,,,
curd,root vegetables,,,,,,,
curd,root vegetables,,,,,,,
curd,spread cheese,,,,,,,
curd,tropicalfruit,domesticeggs,yogurt,,,,,
curd,tropicalfruit,fruit/vegetable juice,tropicalfruit,root vegetables,specialty cheese,,,
curd,tropicalfruit,other vegetables,,condensed milk,butter,curd,,
curd,tropicalfruit,other vegetables,wholemilk,,,,,
curd,tropicalfruit,tropicalfruit,buttermilk,,,,,
curd,tropicalfruit,tropicalfruit,yogurt,butter,other vegetables,,,
curd,tropicalfruit,wholemilk,butter,yogurt,pip fruit,,,
curd,tropicalfruit,wholemilk,curd,,,,,
curd,tropicalfruit,wholemilk,wholemilk,buttermilk,butter,,,
curd,tropicalfruit,,,,,,,
curd,tropicalfruit,,,,,,,
curd,tropicalfruit,,,,,,,
curd,wholemilk,grapes,,rolls/buns,domesticeggs,,,
curd,wholemilk,pip fruit,,citrusfruit,,,,
curd,wholemilk,pip fruit,wholemilk,,,,,
curd,wholemilk,wholemilk,yogurt,rolls/buns,wholemilk,,,
curd,wholemilk,wholemilk,yogurt,root vegetables,fruit/vegetable juice,,,
curd,wholemilk,yogurt,,,,,,
curd,wholemilk,yogurt,,,,,,
curd,wholemilk,,,,,,,
curd,wholemilk,,,,,,,
curd,wholemilk,,,,,,,
curd,wholemilk,,,,,,,
curd,wholemilk,,,,,,,
curd,yogurt,tropicalfruit,,,,,,
curd,yogurt,,,,,,,
curd,yogurt,,,,,,,
curd,yogurt,,,,,,,
curd,yogurt,,,,,,,
curd,yogurt,,,,,,,
curd,yogurt,,,,,,,
fish,beef,wholemilk,domesticeggs,wholemilk,brownbread,,,
fish,brownbread,other vegetables,,wholemilk,domesticeggs,,,
fish,butter,other vegetables,fish,,,,,
fish,condensed milk,wholemilk,wholemilk,rolls/buns,pip fruit,butter,pork,frozen vegetables
fish,frozen vegetables,wholemilk,butter,,,,,
fish,fruit/vegetable juice,wholemilk,,,,,,
fish,grapes,frozen vegetables,,beef,wholemilk,,,
fish,hamburger meat,other vegetables,,,,,,
fish,hamburger meat,,,,,,,
fish,pork,,,,,,,
fish,rolls/buns,wholemilk,brownbread,domesticeggs,other vegetables,,,
fish,rolls/buns,wholemilk,,,,,,
fish,rolls/buns,,,,,,,
fish,root vegetables,fruit/vegetable juice,,grapes,other vegetables,,,
fish,root vegetables,,,,,,,
fish,tropicalfruit,brownbread,wholemilk,,,,,
fish,wholemilk,,,,,,,
fish,yogurt,,,,,,,
fish,yogurt,,,,,,,
frankfurter,beef,citrusfruit,grapes,,,,,
frankfurter,beef,domesticeggs,domesticeggs,rolls/buns,meat spreads,,,
frankfurter,beef,domesticeggs,,tropicalfruit,yogurt,,,
frankfurter,beef,frozen meals,citrusfruit,,,,,
frankfurter,beef,other vegetables,brownbread,yogurt,beef,,,
frankfurter,beef,other vegetables,,,,,,
frankfurter,beef,pip fruit,domesticeggs,condensed milk,yogurt,,,
frankfurter,beef,spread cheese,curd,meat,tropicalfruit,,,
frankfurter,beef,spread cheese,domesticeggs,tropicalfruit,pork,,,
frankfurter,beef,spread cheese,,root vegetables,pork,,,
frankfurter,beef,wholemilk,,soft cheese,root vegetables,,,
frankfurter,beef,yogurt,,curd,domesticeggs,,,
frankfurter,beef,yogurt,tropicalfruit,,,,,
frankfurter,beef,yogurt,wholemilk,tropicalfruit,tropicalfruit,,,
frankfurter,beef,,,,,,,
frankfurter,beef,,,,,,,
frankfurter,beef,,,,,,,
frankfurter,beef,,,,,,,
frankfurter,beef,,,,,,,
frankfurter,beef,,,,,,,
frankfurter,beef,,,,,,,
frankfurter,beef,,,,,,,
frankfurter,beef,,,,,,,
frankfurter,beef,,,,,,,
frankfurter,beef,,,,,,,
frankfurter,brownbread,chicken,yogurt,wholemilk,root vegetables,,,
frankfurter,brownbread,citrusfruit,domesticeggs,,,,,
frankfurter,brownbread,citrusfruit,,,,,,
frankfurter,brownbread,domesticeggs,,,,,,
frankfurter,brownbread,other vegetables,,yogurt,buttermilk,,,
frankfurter,brownbread,pip fruit,yogurt,,,,,
frankfurter,brownbread,root vegetables,wholemilk,citrusfruit,meat,,,
frankfurter,brownbread,yogurt,,tropicalfruit,,,,
frankfurter,brownbread,yogurt,,,,,,
frankfurter,brownbread,,,,,,,
frankfurter,brownbread,,,,,,,
frankfurter,brownbread,,,,,,,
frankfurter,brownbread,,,,,,,
frankfurter,brownbread,,,,,,,
frankfurter,brownbread,,,,,,,
frankfurter,brownbread,,,,,,,
frankfurter,brownbread,,,,,,,
frankfurter,brownbread,,,,,,,
frankfurter,butter,brownbread,wholemilk,domesticeggs,specialty chocolate,,,
frankfurter,butter,citrusfruit,,wholemilk,frozen meals,fruit/vegetable juice,wholemilk,citrusfruit
frankfurter,butter,domesticeggs,,brownbread,,,,
frankfurter,butter,other vegetables,butter,buttermilk,root vegetables,,,
frankfurter,butter,root vegetables,beef,wholemilk,beef,,,
frankfurter,butter,root vegetables,,,,,,
frankfurter,butter,root vegetables,wholemilk,wholemilk,pip fruit,,,
frankfurter,butter,wholemilk,brownbread,,,,,
frankfurter,butter,wholemilk,,tropicalfruit,hamburger meat,,,
frankfurter,butter,wholemilk,wholemilk,pork,soups,,,
frankfurter,butter,yogurt,,root vegetables,tropicalfruit,,,
frankfurter,butter,,,,,,,
frankfurter,butter,,,,,,,
frankfurter,butter,,,,,,,
frankfurter,butter,,,,,,,
frankfurter,butter,,,,,,,
frankfurter,butter,,,,,,,
frankfurter,buttermilk,frozen potato products,curd,root vegetables,wholemilk,butter,yogurt,domesticeggs
frankfurter,buttermilk,fruit/vegetable juice,,grapes,spread cheese,butter,wholemilk,wholemilk
frankfurter,buttermilk,meat spreads,,pork,pip fruit,other vegetables,other vegetables,curd
frankfurter,buttermilk,pip fruit,butter,grapes,yogurt,,,
frankfurter,buttermilk,wholemilk,domesticeggs,hamburger meat,other vegetables,,,
frankfurter,buttermilk,wholemilk,domesticeggs,rolls/buns,specialty chocolate,pork,frozen vegetables,wholemilk
frankfurter,buttermilk,wholemilk,,,,,,
frankfurter,buttermilk,wholemilk,yogurt,rolls/buns,wholemilk,,,
frankfurter,buttermilk,,,,,,,
frankfurter,buttermilk,,,,,,,
frankfurter,buttermilk,,,,,,,
frankfurter,buttermilk,,,,,,,
,,,,curd,citrusfruit,,,
frankfurter,cannedfish,yogurt,,,,,,
frankfurter,cannedfish,,,,,,,
frankfurter,cannedfish,,,,,,,
frankfurter,cannedfish,,,,,,,
frankfurter,citrusfruit,butter,,domesticeggs,wholemilk,curd,tropicalfruit,yogurt
frankfurter,citrusfruit,cannedfish,yogurt,wholemilk,butter,hamburger meat,,
frankfurter,citrusfruit,curd,,wholemilk,yogurt,,,
frankfurter,citrusfruit,flour,domesticeggs,tropicalfruit,hamburger meat,,,
frankfurter,citrusfruit,frozen meals,curd,wholemilk,yogurt,,,
frankfurter,citrusfruit,frozen meals,wholemilk,beef,root vegetables,,,
frankfurter,citrusfruit,frozen vegetables,wholemilk,brownbread,wholemilk,yogurt,other vegetables,wholemilk
frankfurter,citrusfruit,grapes,wholemilk,cereals,other vegetables,,,
frankfurter,citrusfruit,pip fruit,buttermilk,tropicalfruit,pip fruit,,,
frankfurter,citrusfruit,pip fruit,,,,,,
frankfurter,citrusfruit,pip fruit,grapes,,,,,
frankfurter,citrusfruit,pip fruit,yogurt,,,,,
frankfurter,citrusfruit,root vegetables,,,,,,
frankfurter,citrusfruit,spread cheese,,,,,,
frankfurter,citrusfruit,tropicalfruit,,tropicalfruit,frozen vegetables,wholemilk,yogurt,other vegetables
frankfurter,citrusfruit,wholemilk,butter,,,,,
frankfurter,citrusfruit,wholemilk,curd,tropicalfruit,yogurt,yogurt,yogurt,other vegetables
frankfurter,citrusfruit,wholemilk,wholemilk,rolls/buns,grapes,,,
frankfurter,citrusfruit,wholemilk,yogurt,pork,wholemilk,wholemilk,wholemilk,beef
frankfurter,citrusfruit,wholemilk,yogurt,wholemilk,other vegetables,,,
frankfurter,citrusfruit,wholemilk,,,,,,
frankfurter,citrusfruit,yogurt,,curd,wholemilk,,,
frankfurter,citrusfruit,yogurt,yogurt,,,,,
frankfurter,citrusfruit,,,,,,,
frankfurter,citrusfruit,,,,,,,
frankfurter,citrusfruit,,,,,,,
frankfurter,citrusfruit,,,,,,,
frankfurter,citrusfruit,,,,,,,
frankfurter,citrusfruit,,,,,,,
frankfurter,citrusfruit,,,,,,,
frankfurter,citrusfruit,,,,,,,
